AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,HOUSEHOLD_KEY
45-54,U,75-99K,Homeowner,Single Male,1,None/Unknown,2011
45-54,A,25-34K,Renter,Single Male,2,None/Unknown,2012
19-24,U,25-34K,Unknown,Single Female,1,None/Unknown,2013
25-34,A,75-99K,Homeowner,Single Male,2,None/Unknown,2014
45-54,U,35-49K,Homeowner,2 Adults Kids,3,1,2015
35-44,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2016
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2017
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,2018
45-54,A,35-49K,Homeowner,2 Adults Kids,3,1,2019
35-44,A,100-124K,Unknown,2 Adults Kids,5+,3+,2020
25-34,A,35-49K,Homeowner,2 Adults Kids,5+,3+,2021
65+,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,2022
45-54,U,35-49K,Homeowner,2 Adults Kids,3,1,2023
25-34,B,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,2024
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2025
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2026
55-64,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,2027
25-34,A,15-24K,Homeowner,2 Adults Kids,3,1,2028
45-54,U,75-99K,Homeowner,Single Male,1,None/Unknown,2029
35-44,B,75-99K,Homeowner,Single Female,1,None/Unknown,2030
55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown,2031
35-44,A,50-74K,Homeowner,2 Adults Kids,4,2,2032
25-34,A,50-74K,Probable Owner,Single Female,2,None/Unknown,2033
65+,U,15-24K,Homeowner,Single Female,1,None/Unknown,2034
35-44,B,75-99K,Homeowner,Single Female,1,None/Unknown,2035
25-34,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2036
45-54,B,75-99K,Homeowner,Single Male,1,None/Unknown,2037
35-44,A,125-149K,Homeowner,2 Adults Kids,4,2,2038
19-24,B,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,2039
25-34,U,25-34K,Homeowner,Single Male,1,None/Unknown,2040
35-44,B,35-49K,Renter,2 Adults No Kids,2,None/Unknown,2041
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2042
55-64,U,150-174K,Unknown,Single Female,1,None/Unknown,2043
65+,B,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,2044
45-54,U,50-74K,Unknown,Single Female,1,None/Unknown,2045
19-24,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,2046
55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,2047
45-54,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,2048
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,2049
35-44,A,25-34K,Homeowner,2 Adults Kids,5+,3+,2050
45-54,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,2051
35-44,B,35-49K,Unknown,1 Adult Kids,3,2,2052
45-54,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,2053
25-34,A,35-49K,Homeowner,2 Adults Kids,5+,3+,2054
25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,2055
25-34,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,2056
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2057
25-34,B,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,2058
25-34,U,50-74K,Unknown,Single Female,1,None/Unknown,2059
25-34,U,15-24K,Unknown,Single Male,1,None/Unknown,2060
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,2061
25-34,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,2062
55-64,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2063
19-24,U,50-74K,Unknown,Single Female,1,None/Unknown,2064
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2065
35-44,A,35-49K,Homeowner,1 Adult Kids,5+,3+,2066
35-44,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2067
55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown,2068
35-44,U,15-24K,Unknown,Single Female,1,None/Unknown,2069
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,2070
45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,2071
35-44,A,35-49K,Homeowner,1 Adult Kids,3,1,2072
45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown,2073
25-34,A,50-74K,Homeowner,Single Female,2,None/Unknown,2074
25-34,U,35-49K,Unknown,Single Female,1,None/Unknown,2075
25-34,A,100-124K,Homeowner,2 Adults Kids,3,1,2076
45-54,U,Under 15K,Homeowner,Single Male,1,None/Unknown,2077
25-34,B,100-124K,Unknown,Single Male,1,None/Unknown,2078
45-54,A,75-99K,Homeowner,Unknown,3,1,2079
35-44,A,75-99K,Renter,Single Female,2,None/Unknown,2080
45-54,U,100-124K,Unknown,Single Female,1,None/Unknown,2081
45-54,A,Under 15K,Homeowner,2 Adults Kids,3,1,2082
65+,U,15-24K,Unknown,Single Female,1,None/Unknown,2083
55-64,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,2084
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2085
45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,2086
45-54,B,100-124K,Homeowner,Unknown,1,None/Unknown,2087
25-34,U,35-49K,Unknown,Single Female,1,None/Unknown,2088
35-44,B,35-49K,Homeowner,1 Adult Kids,4,3+,2089
35-44,B,Under 15K,Renter,2 Adults Kids,4,2,2090
55-64,U,50-74K,Unknown,Unknown,1,None/Unknown,2091
35-44,A,Under 15K,Homeowner,1 Adult Kids,3,1,2092
45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2093
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2094
65+,A,25-34K,Homeowner,Single Female,2,None/Unknown,2095
45-54,U,175-199K,Unknown,2 Adults Kids,3,1,2096
35-44,A,15-24K,Homeowner,2 Adults Kids,5+,3+,2097
45-54,U,75-99K,Unknown,Single Female,1,None/Unknown,2098
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,2099
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2100
45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,2101
55-64,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown,2102
25-34,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2103
55-64,U,15-24K,Unknown,Single Male,1,None/Unknown,2104
35-44,A,100-124K,Homeowner,2 Adults Kids,4,2,2105
25-34,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2106
35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,2107
25-34,U,25-34K,Homeowner,Single Male,1,None/Unknown,2108
19-24,U,Under 15K,Unknown,Single Female,1,None/Unknown,2109
35-44,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,2110
45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2111
45-54,A,35-49K,Homeowner,2 Adults Kids,5+,3+,2112
65+,B,125-149K,Unknown,2 Adults No Kids,2,None/Unknown,2113
35-44,A,50-74K,Homeowner,2 Adults Kids,3,1,2114
35-44,A,150-174K,Homeowner,2 Adults Kids,5+,3+,2115
35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,2116
45-54,U,125-149K,Homeowner,1 Adult Kids,5+,3+,2117
35-44,A,50-74K,Unknown,Single Male,2,None/Unknown,2118
25-34,U,50-74K,Homeowner,Single Male,1,None/Unknown,2119
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,2120
55-64,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2121
45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,2122
45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2123
25-34,A,50-74K,Homeowner,2 Adults Kids,4,2,2124
35-44,U,35-49K,Unknown,Single Male,1,None/Unknown,2125
25-34,B,150-174K,Homeowner,Single Female,1,None/Unknown,2126
19-24,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,2127
25-34,B,35-49K,Homeowner,Single Male,1,None/Unknown,2128
25-34,U,35-49K,Unknown,1 Adult Kids,2,1,2129
25-34,B,50-74K,Homeowner,Single Female,1,None/Unknown,2130
25-34,A,50-74K,Unknown,2 Adults Kids,5+,3+,2131
35-44,U,50-74K,Homeowner,Single Female,1,None/Unknown,2132
55-64,A,100-124K,Unknown,2 Adults No Kids,2,None/Unknown,2133
35-44,U,35-49K,Unknown,Single Female,1,None/Unknown,2134
35-44,A,250K+,Homeowner,2 Adults Kids,5+,3+,2135
35-44,A,35-49K,Homeowner,2 Adults Kids,3,1,2136
35-44,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2137
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2138
19-24,U,Under 15K,Unknown,1 Adult Kids,2,1,2139
65+,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,2140
25-34,U,100-124K,Unknown,Single Male,1,None/Unknown,2141
35-44,A,25-34K,Homeowner,2 Adults Kids,3,1,2142
45-54,A,35-49K,Homeowner,2 Adults Kids,3,1,2143
35-44,B,25-34K,Unknown,Single Female,1,None/Unknown,2144
35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2145
35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,2146
25-34,A,75-99K,Homeowner,2 Adults Kids,3,1,2147
55-64,A,35-49K,Homeowner,2 Adults Kids,4,2,2148
45-54,U,125-149K,Homeowner,2 Adults Kids,4,2,2149
25-34,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2150
45-54,U,50-74K,Unknown,Single Male,1,None/Unknown,2151
25-34,U,15-24K,Unknown,1 Adult Kids,2,1,2152
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2153
45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2154
45-54,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown,2155
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2156
35-44,A,150-174K,Homeowner,2 Adults Kids,3,1,2157
25-34,B,50-74K,Probable Renter,Single Female,1,None/Unknown,2158
35-44,U,50-74K,Unknown,Single Male,1,None/Unknown,2159
35-44,A,50-74K,Homeowner,2 Adults Kids,3,1,2160
25-34,B,150-174K,Homeowner,Single Female,1,None/Unknown,2161
45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown,2162
65+,U,15-24K,Unknown,Unknown,1,None/Unknown,2163
25-34,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2164
55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,2165
45-54,A,35-49K,Unknown,Single Female,2,None/Unknown,2166
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,2167
35-44,U,50-74K,Unknown,Single Female,1,None/Unknown,2168
45-54,A,75-99K,Homeowner,1 Adult Kids,4,2,2169
45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,2170
25-34,B,50-74K,Homeowner,Unknown,1,None/Unknown,2171
25-34,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,2172
25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,2173
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2174
55-64,U,100-124K,Homeowner,Unknown,1,None/Unknown,2175
45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,2176
25-34,U,50-74K,Unknown,Single Female,1,None/Unknown,2177
25-34,B,150-174K,Homeowner,Single Male,1,None/Unknown,2178
45-54,A,35-49K,Homeowner,2 Adults Kids,3,1,2179
45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,2180
55-64,A,100-124K,Homeowner,2 Adults Kids,3,1,2181
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2182
65+,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,2183
25-34,U,50-74K,Unknown,Single Female,1,None/Unknown,2184
25-34,U,125-149K,Homeowner,2 Adults Kids,4,2,2185
35-44,U,25-34K,Unknown,Single Female,1,None/Unknown,2186
25-34,U,125-149K,Homeowner,2 Adults Kids,4,2,2187
65+,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2188
65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,2189
35-44,A,50-74K,Homeowner,2 Adults Kids,4,2,2190
55-64,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2191
35-44,A,15-24K,Unknown,2 Adults Kids,4,2,2192
25-34,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2193
55-64,B,25-34K,Homeowner,Single Male,1,None/Unknown,2194
35-44,U,35-49K,Unknown,Single Male,1,None/Unknown,2195
25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,2196
45-54,U,15-24K,Unknown,2 Adults Kids,4,2,2197
35-44,B,25-34K,Unknown,Single Female,1,None/Unknown,2198
19-24,U,50-74K,Unknown,2 Adults Kids,3,1,2199
45-54,U,Under 15K,Unknown,Single Male,1,None/Unknown,2200
35-44,A,200-249K,Homeowner,2 Adults Kids,3,1,2201
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2202
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2203
35-44,A,100-124K,Homeowner,2 Adults Kids,5+,3+,2204
35-44,A,250K+,Homeowner,2 Adults Kids,3,1,2205
25-34,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,2206
35-44,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,2207
35-44,U,50-74K,Unknown,1 Adult Kids,3,2,2208
25-34,A,35-49K,Renter,2 Adults Kids,5+,3+,2209
35-44,U,25-34K,Unknown,Single Female,1,None/Unknown,2210
25-34,B,35-49K,Homeowner,1 Adult Kids,3,2,2211
55-64,U,75-99K,Homeowner,Single Male,1,None/Unknown,2212
35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,2213
65+,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,2214
45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,2215
45-54,U,75-99K,Homeowner,Single Male,1,None/Unknown,2216
35-44,B,15-24K,Unknown,Single Female,1,None/Unknown,2217
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2218
19-24,U,Under 15K,Probable Renter,Single Female,1,None/Unknown,2219
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2220
65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,2221
19-24,B,35-49K,Renter,Single Female,1,None/Unknown,2222
45-54,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,2223
19-24,B,250K+,Homeowner,Single Male,1,None/Unknown,2224
25-34,A,75-99K,Renter,2 Adults Kids,3,1,2225
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2226
45-54,U,175-199K,Homeowner,Single Male,1,None/Unknown,2227
35-44,U,150-174K,Probable Owner,Single Female,1,None/Unknown,2228
25-34,B,15-24K,Unknown,Single Male,1,None/Unknown,2229
45-54,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,2230
35-44,A,200-249K,Homeowner,2 Adults No Kids,2,None/Unknown,2231
65+,B,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,2232
25-34,B,150-174K,Homeowner,Single Male,1,None/Unknown,2233
65+,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,2234
45-54,U,175-199K,Homeowner,2 Adults Kids,3,1,2235
45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,2236
45-54,U,50-74K,Homeowner,Single Female,1,None/Unknown,2237
25-34,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2238
45-54,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,2239
35-44,U,50-74K,Homeowner,2 Adults Kids,4,2,2240
45-54,U,15-24K,Homeowner,Single Female,1,None/Unknown,2241
45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2242
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2243
55-64,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,2244
65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,2245
45-54,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,2246
25-34,A,15-24K,Homeowner,1 Adult Kids,3,1,2247
55-64,A,Under 15K,Unknown,Single Female,2,None/Unknown,2248
45-54,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,2249
35-44,U,75-99K,Unknown,Unknown,1,None/Unknown,2250
25-34,U,50-74K,Unknown,Single Male,1,None/Unknown,2251
45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,2252
45-54,A,175-199K,Homeowner,Single Female,2,None/Unknown,2253
19-24,U,35-49K,Unknown,Single Male,1,None/Unknown,2254
25-34,B,25-34K,Renter,1 Adult Kids,5+,3+,2255
35-44,B,75-99K,Homeowner,2 Adults Kids,3,1,2256
45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown,2257
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2258
35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2259
45-54,U,25-34K,Homeowner,Single Female,1,None/Unknown,2260
55-64,A,35-49K,Homeowner,Single Male,2,None/Unknown,2261
25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+,2262
25-34,U,35-49K,Unknown,Single Female,1,None/Unknown,2263
45-54,A,250K+,Homeowner,2 Adults No Kids,2,None/Unknown,2264
45-54,U,50-74K,Unknown,Single Female,1,None/Unknown,2265
25-34,B,35-49K,Homeowner,Single Male,1,None/Unknown,2266
35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2267
45-54,A,75-99K,Homeowner,2 Adults Kids,4,2,2268
55-64,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2269
25-34,U,35-49K,Unknown,2 Adults Kids,3,1,2270
35-44,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,2271
65+,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,2272
35-44,U,15-24K,Renter,2 Adults Kids,4,2,2273
25-34,U,75-99K,Unknown,2 Adults Kids,3,1,2274
25-34,A,125-149K,Homeowner,1 Adult Kids,5+,3+,2275
45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,2276
45-54,U,35-49K,Homeowner,2 Adults Kids,3,1,2277
25-34,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2278
25-34,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,2279
35-44,U,15-24K,Homeowner,2 Adults Kids,3,1,2280
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2281
55-64,B,175-199K,Homeowner,Single Female,1,None/Unknown,2282
25-34,A,50-74K,Unknown,Single Female,2,None/Unknown,2283
45-54,A,250K+,Homeowner,2 Adults No Kids,2,None/Unknown,2284
65+,A,15-24K,Homeowner,Single Female,2,None/Unknown,2285
35-44,U,75-99K,Homeowner,Unknown,1,None/Unknown,2286
25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,2287
35-44,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,2288
35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2289
25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+,2290
35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,2291
45-54,A,35-49K,Renter,2 Adults Kids,5+,3+,2292
45-54,B,Under 15K,Homeowner,2 Adults Kids,3,1,2293
45-54,B,25-34K,Renter,2 Adults Kids,4,2,2294
35-44,B,35-49K,Renter,Single Male,1,None/Unknown,2295
35-44,U,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,2296
35-44,B,25-34K,Probable Owner,Single Female,1,None/Unknown,2297
65+,A,50-74K,Probable Renter,Single Female,2,None/Unknown,2298
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2299
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2300
25-34,U,15-24K,Unknown,1 Adult Kids,2,1,2301
35-44,A,35-49K,Homeowner,1 Adult Kids,3,1,2302
25-34,B,25-34K,Renter,1 Adult Kids,5+,3+,2303
45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,2304
45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,2305
65+,U,Under 15K,Homeowner,Single Female,1,None/Unknown,2306
45-54,A,75-99K,Homeowner,2 Adults Kids,3,1,2307
19-24,B,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,2308
45-54,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,2309
45-54,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,2310
35-44,B,15-24K,Unknown,Single Female,1,None/Unknown,2311
45-54,A,250K+,Homeowner,2 Adults No Kids,2,None/Unknown,2312
45-54,U,35-49K,Unknown,Unknown,1,None/Unknown,2313
45-54,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,2314
35-44,U,35-49K,Probable Owner,2 Adults No Kids,2,None/Unknown,2315
45-54,U,25-34K,Unknown,2 Adults Kids,3,1,2316
35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,2317
19-24,U,Under 15K,Unknown,Single Female,1,None/Unknown,2318
55-64,U,75-99K,Homeowner,Single Female,1,None/Unknown,2319
65+,U,35-49K,Homeowner,Single Female,1,None/Unknown,2320
45-54,B,25-34K,Renter,Single Female,1,None/Unknown,2321
45-54,U,175-199K,Homeowner,Single Male,1,None/Unknown,2322
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2323
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2324
25-34,B,Under 15K,Probable Renter,Single Male,1,None/Unknown,2325
25-34,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2326
35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2327
45-54,U,250K+,Homeowner,2 Adults No Kids,2,None/Unknown,2328
65+,A,75-99K,Homeowner,Single Female,2,None/Unknown,2329
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,2330
35-44,A,35-49K,Homeowner,2 Adults Kids,5+,3+,2331
35-44,U,25-34K,Unknown,Single Male,1,None/Unknown,2332
45-54,U,75-99K,Homeowner,2 Adults Kids,3,1,2333
35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,2334
25-34,A,15-24K,Homeowner,Single Female,2,None/Unknown,2335
19-24,U,50-74K,Probable Owner,2 Adults No Kids,2,None/Unknown,2336
65+,U,Under 15K,Homeowner,1 Adult Kids,3,2,2337
35-44,A,25-34K,Homeowner,2 Adults Kids,3,1,2338
45-54,A,100-124K,Homeowner,Single Female,2,None/Unknown,2339
35-44,U,35-49K,Homeowner,Single Female,1,None/Unknown,2340
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,2341
55-64,U,100-124K,Homeowner,Unknown,1,None/Unknown,2342
19-24,U,50-74K,Unknown,Single Male,1,None/Unknown,2343
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,2344
65+,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2345
45-54,U,75-99K,Homeowner,Single Male,1,None/Unknown,2346
45-54,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,2347
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2348
35-44,B,15-24K,Unknown,Single Female,1,None/Unknown,2349
25-34,U,75-99K,Unknown,Single Female,1,None/Unknown,2350
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2351
35-44,U,15-24K,Probable Renter,Single Female,1,None/Unknown,2352
25-34,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2353
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2354
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,2355
45-54,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,2356
35-44,A,35-49K,Homeowner,2 Adults Kids,3,1,2357
45-54,U,Under 15K,Probable Renter,Single Male,1,None/Unknown,2358
45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,2359
25-34,B,50-74K,Homeowner,Unknown,1,None/Unknown,2360
25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,2361
45-54,U,15-24K,Renter,Single Male,1,None/Unknown,2362
65+,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2363
45-54,A,25-34K,Renter,2 Adults No Kids,2,None/Unknown,2364
25-34,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2365
25-34,A,Under 15K,Homeowner,2 Adults Kids,4,2,2366
45-54,U,Under 15K,Unknown,2 Adults No Kids,2,None/Unknown,2367
25-34,A,35-49K,Homeowner,2 Adults Kids,5+,3+,2368
19-24,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2369
25-34,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,2370
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2371
55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,2372
25-34,U,15-24K,Unknown,Single Female,1,None/Unknown,2373
45-54,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,2374
65+,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,2375
45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,2376
45-54,A,50-74K,Homeowner,1 Adult Kids,5+,3+,2377
25-34,A,50-74K,Unknown,2 Adults Kids,5+,3+,2378
55-64,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2379
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,2380
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2381
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,2382
19-24,A,35-49K,Renter,2 Adults Kids,3,1,2383
45-54,U,50-74K,Homeowner,1 Adult Kids,5+,3+,2384
35-44,B,75-99K,Homeowner,2 Adults Kids,3,1,2385
35-44,U,35-49K,Homeowner,Single Female,1,None/Unknown,2386
65+,A,35-49K,Unknown,Single Male,2,None/Unknown,2387
19-24,A,50-74K,Homeowner,2 Adults Kids,3,1,2388
45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown,2389
25-34,A,50-74K,Unknown,Single Female,2,None/Unknown,2390
35-44,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,2391
25-34,A,15-24K,Homeowner,1 Adult Kids,3,1,2392
35-44,U,75-99K,Homeowner,Single Male,1,None/Unknown,2393
25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,2394
65+,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,2395
45-54,A,75-99K,Homeowner,2 Adults Kids,4,2,2396
65+,B,125-149K,Unknown,2 Adults No Kids,2,None/Unknown,2397
65+,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,2398
35-44,U,Under 15K,Unknown,2 Adults No Kids,2,None/Unknown,2399
35-44,A,25-34K,Homeowner,2 Adults Kids,3,1,2400
35-44,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2401
35-44,A,50-74K,Probable Owner,2 Adults No Kids,2,None/Unknown,2402
45-54,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,2403
35-44,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2404
